Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Fruit,Category,Item,Metric,Domain,Domain Category,Value,CV (%),use,name,code,Value_numeric,CV_numeric
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,CRAWFORD,23,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,CRAWFORD,23,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,CRAWFORD,23,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,5,43.3,NA,NA,NA,5,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,CRAWFORD,23,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,5,40.5,NA,NA,NA,5,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,CRAWFORD,23,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,5,42,NA,NA,NA,5,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,99.1,NA,NA,NA,1,99.1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,3,43.3,NA,NA,NA,3,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,3,40.5,NA,NA,NA,3,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,42,NA,NA,NA,1,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,5,85.4,NA,NA,NA,5,85.4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,9,43.3,NA,NA,NA,9,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,9,40.5,NA,NA,NA,9,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,LAFAYETTE,65,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,LAFAYETTE,65,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,LAFAYETTE,65,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,3,43.3,NA,NA,NA,3,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,LAFAYETTE,65,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,3,40.5,NA,NA,NA,3,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,RICHLAND,103,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,RICHLAND,103,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,85.4,NA,NA,NA,1,85.4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,RICHLAND,103,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,RICHLAND,103,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,43.3,NA,NA,NA,2,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,RICHLAND,103,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,6,40.5,NA,NA,NA,6,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,RICHLAND,103,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,4,42,NA,NA,NA,4,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,SAUK,111,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,SAUK,111,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,10,85.4,NA,NA,NA,10,85.4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,SAUK,111,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,SAUK,111,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,9,43.3,NA,NA,NA,9,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,SAUK,111,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,9,40.5,NA,NA,NA,9,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,SAUK,111,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,42,NA,NA,NA,2,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,VERNON,123,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,4,99.1,NA,NA,NA,4,99.1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,VERNON,123,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,5,85.4,NA,NA,NA,5,85.4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,VERNON,123,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,83.1,NA,NA,NA,1,83.1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,VERNON,123,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,7,43.3,NA,NA,NA,7,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,VERNON,123,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,9,40.5,NA,NA,NA,9,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,SOUTHWEST,70,VERNON,123,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,7,42,NA,NA,NA,7,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,DUNN,33,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,DUNN,33,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,7,85.4,NA,NA,NA,7,85.4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,DUNN,33,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,DUNN,33,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,6,43.3,NA,NA,NA,6,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,DUNN,33,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,6,40.5,NA,NA,NA,6,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,DUNN,33,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,42,NA,NA,NA,1,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,EAU CLAIRE,35,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,20,99.1,NA,NA,NA,20,99.1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,EAU CLAIRE,35,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,25,85.4,NA,NA,NA,25,85.4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,EAU CLAIRE,35,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,6,83.1,NA,NA,NA,6,83.1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,EAU CLAIRE,35,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,12,43.3,NA,NA,NA,12,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,EAU CLAIRE,35,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,12,40.5,NA,NA,NA,12,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,EAU CLAIRE,35,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,4,42,NA,NA,NA,4,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,LA CROSSE,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,LA CROSSE,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,LA CROSSE,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,LA CROSSE,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,43.3,NA,NA,NA,2,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,LA CROSSE,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,2,40.5,NA,NA,NA,2,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,LA CROSSE,63,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,42,NA,NA,NA,2,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,MONROE,81,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,MONROE,81,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,MONROE,81,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,MONROE,81,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,43.3,NA,NA,NA,2,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,MONROE,81,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,4,40.5,NA,NA,NA,4,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,MONROE,81,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,42,NA,NA,NA,2,42
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PEPIN,91,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PEPIN,91,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PEPIN,91,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PEPIN,91,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PEPIN,91,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PEPIN,91,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(L),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PIERCE,93,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PIERCE,93,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PIERCE,93,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,43.3,NA,NA,NA,1,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,PIERCE,93,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,40.5,NA,NA,NA,1,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,ST CROIX,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,ST CROIX,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,4,85.4,NA,NA,NA,4,85.4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,ST CROIX,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,ST CROIX,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,3,43.3,NA,NA,NA,3,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,ST CROIX,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,3,40.5,NA,NA,NA,3,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,ST CROIX,109,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,(L),NA,NA,NA,2,NA
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,TREMPEALEAU,121,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,11,99.1,NA,NA,NA,11,99.1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,TREMPEALEAU,121,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,22,85.4,NA,NA,NA,22,85.4
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,TREMPEALEAU,121,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,11,83.1,NA,NA,NA,11,83.1
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,TREMPEALEAU,121,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,5,43.3,NA,NA,NA,5,43.3
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,TREMPEALEAU,121,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,5,40.5,NA,NA,NA,5,40.5
CENSUS,2022,YEAR,NA,COUNTY,WISCONSIN,55,WEST CENTRAL,40,TREMPEALEAU,121,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,3,42,NA,NA,NA,3,42
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NORTHWEST,10,PARK,29,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NORTHWEST,10,PARK,29,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NORTHWEST,10,PARK,29,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(H),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,NORTHWEST,10,PARK,29,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,1,(H),NA,NA,NA,1,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,SOUTHEAST,50,PLATTE,31,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,SOUTHEAST,50,PLATTE,31,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,SOUTHEAST,50,PLATTE,31,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,3,(H),NA,NA,NA,3,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,SOUTHEAST,50,PLATTE,31,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,3,(H),NA,NA,NA,3,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,WEST,30,TETON,39,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,WEST,30,TETON,39,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,NA,NA,NA,TOTAL,NOT SPECIFIED,(D),(D),NA,NA,NA,NA,NA
CENSUS,2022,YEAR,NA,COUNTY,WYOMING,56,WEST,30,TETON,39,NA,NA,0,NA,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,NA,NA,NA,TOTAL,NOT SPECIFIED,2,(H),NA,NA,NA,2,NA
